Billing account ID,Project ID,Project Name,Service description,SKU description,Usage start date,Usage end date,Usage amount,Usage unit,Cost ($),Credits ($),Currency
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,Network Egress via Carrier Peering,2024-03-01,2024-03-28,246.62,gibibyte,20.96,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: N1 Standard 4,2024-03-01,2024-03-28,710.65,hour,272.61,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: N1 Standard 2,2024-03-01,2024-03-28,699.08,hour,134.08,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: SSD Storage,2024-03-01,2024-03-28,195.34,gibibyte month,33.21,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: HA,2024-03-01,2024-03-28,751.44,hour,288.25,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Memorystore for Redis,Redis Capacity Standard M4,2024-03-01,2024-03-28,2963.23,gibibyte hour,145.2,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Standard Storage US Multi-region,2024-03-01,2024-03-28,533.92,gibibyte month,13.88,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Coldline Storage US Multi-region,2024-03-01,2024-03-28,2079.93,gibibyte month,14.56,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Class A Operations,2024-03-01,2024-03-28,15.34,10 thousand operations,0.77,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Network Egress,2024-03-01,2024-03-28,96.63,gibibyte,11.6,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Run,CPU Allocation Time,2024-03-01,2024-03-28,4066039.59,vcpu-second,97.58,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Run,Memory Allocation Time,2024-03-01,2024-03-28,6262284.06,gibibyte-second,15.66,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,CPU Time,2024-03-01,2024-03-28,889599.85,GHz-second,8.9,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,Memory Time,2024-03-01,2024-03-28,313667.94,gibibyte-second,0.78,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,Invocations,2024-03-01,2024-03-28,2295382.8,invocation,0.92,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Pub/Sub,Message Delivery Basic,2024-03-01,2024-03-28,0.38,tebibyte,15.29,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,BigQuery,Analysis Bytes Processed,2024-03-01,2024-03-28,3.05,tebibyte,15.26,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,BigQuery,Active Storage,2024-03-01,2024-03-28,156.55,gibibyte month,3.13,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud DNS,Managed Zone,2024-03-01,2024-03-28,0.95,managed zone month,0.19,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud DNS,Queries,2024-03-01,2024-03-28,4.91,million queries,1.96,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,N1 Standard 4 Instance Core running,2024-04-01,2024-04-28,1406.55,hour,267.25,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,N1 Highmem 4 Instance Core running,2024-04-01,2024-04-28,699.19,hour,175.36,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,SSD backed PD Capacity,2024-04-01,2024-04-28,417.72,gibibyte month,71.01,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,Network Egress via Carrier Peering,2024-04-01,2024-04-28,259.41,gibibyte,22.05,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: N1 Standard 4,2024-04-01,2024-04-28,706.66,hour,271.07,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: N1 Standard 2,2024-04-01,2024-04-28,731.19,hour,140.24,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: SSD Storage,2024-04-01,2024-04-28,197.91,gibibyte month,33.65,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: HA,2024-04-01,2024-04-28,749.85,hour,287.64,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Memorystore for Redis,Redis Capacity Standard M4,2024-04-01,2024-04-28,2907.98,gibibyte hour,142.49,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Standard Storage US Multi-region,2024-04-01,2024-04-28,538.66,gibibyte month,14.01,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Coldline Storage US Multi-region,2024-04-01,2024-04-28,2152.23,gibibyte month,15.07,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Class A Operations,2024-04-01,2024-04-28,15.09,10 thousand operations,0.75,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Network Egress,2024-04-01,2024-04-28,97.63,gibibyte,11.72,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Run,CPU Allocation Time,2024-04-01,2024-04-28,4804509.56,vcpu-second,115.31,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Run,Memory Allocation Time,2024-04-01,2024-04-28,5932162.38,gibibyte-second,14.83,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,CPU Time,2024-04-01,2024-04-28,735616.32,GHz-second,7.36,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,Memory Time,2024-04-01,2024-04-28,232636.98,gibibyte-second,0.58,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,Invocations,2024-04-01,2024-04-28,2796060.17,invocation,1.12,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Pub/Sub,Message Delivery Basic,2024-04-01,2024-04-28,0.3,tebibyte,12.09,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,BigQuery,Analysis Bytes Processed,2024-04-01,2024-04-28,1.68,tebibyte,8.41,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,BigQuery,Active Storage,2024-04-01,2024-04-28,159.46,gibibyte month,3.19,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud DNS,Managed Zone,2024-04-01,2024-04-28,0.96,managed zone month,0.19,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud DNS,Queries,2024-04-01,2024-04-28,5.06,million queries,2.03,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,N1 Standard 4 Instance Core running,2024-05-01,2024-05-28,1482.06,hour,281.59,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,N1 Highmem 4 Instance Core running,2024-05-01,2024-05-28,714.4,hour,179.17,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,SSD backed PD Capacity,2024-05-01,2024-05-28,382.54,gibibyte month,65.03,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,Network Egress via Carrier Peering,2024-05-01,2024-05-28,247.04,gibibyte,21.0,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: N1 Standard 4,2024-05-01,2024-05-28,755.72,hour,289.89,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: N1 Standard 2,2024-05-01,2024-05-28,722.1,hour,138.5,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: SSD Storage,2024-05-01,2024-05-28,209.42,gibibyte month,35.6,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: HA,2024-05-01,2024-05-28,745.98,hour,286.16,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Memorystore for Redis,Redis Capacity Standard M4,2024-05-01,2024-05-28,2777.35,gibibyte hour,136.09,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Standard Storage US Multi-region,2024-05-01,2024-05-28,570.21,gibibyte month,14.83,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Coldline Storage US Multi-region,2024-05-01,2024-05-28,2275.56,gibibyte month,15.93,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Class A Operations,2024-05-01,2024-05-28,15.06,10 thousand operations,0.75,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Network Egress,2024-05-01,2024-05-28,97.67,gibibyte,11.72,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Run,CPU Allocation Time,2024-05-01,2024-05-28,5007462.47,vcpu-second,120.18,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Run,Memory Allocation Time,2024-05-01,2024-05-28,3101587.82,gibibyte-second,7.75,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,CPU Time,2024-05-01,2024-05-28,758249.76,GHz-second,7.58,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,Memory Time,2024-05-01,2024-05-28,288893.69,gibibyte-second,0.72,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,Invocations,2024-05-01,2024-05-28,2726105.48,invocation,1.09,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Pub/Sub,Message Delivery Basic,2024-05-01,2024-05-28,0.39,tebibyte,15.61,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,BigQuery,Analysis Bytes Processed,2024-05-01,2024-05-28,2.03,tebibyte,10.13,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,BigQuery,Active Storage,2024-05-01,2024-05-28,168.83,gibibyte month,3.38,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud DNS,Managed Zone,2024-05-01,2024-05-28,0.97,managed zone month,0.19,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud DNS,Queries,2024-05-01,2024-05-28,5.21,million queries,2.08,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,N1 Standard 4 Instance Core running,2024-06-01,2024-06-28,1493.35,hour,283.74,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,N1 Highmem 4 Instance Core running,2024-06-01,2024-06-28,705.49,hour,176.94,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,SSD backed PD Capacity,2024-06-01,2024-06-28,405.56,gibibyte month,68.94,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,Network Egress via Carrier Peering,2024-06-01,2024-06-28,252.72,gibibyte,21.48,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: N1 Standard 4,2024-06-01,2024-06-28,695.0,hour,266.6,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: N1 Standard 2,2024-06-01,2024-06-28,738.9,hour,141.72,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: SSD Storage,2024-06-01,2024-06-28,200.79,gibibyte month,34.13,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: HA,2024-06-01,2024-06-28,740.06,hour,283.89,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Memorystore for Redis,Redis Capacity Standard M4,2024-06-01,2024-06-28,2928.86,gibibyte hour,143.51,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Standard Storage US Multi-region,2024-06-01,2024-06-28,562.27,gibibyte month,14.62,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Coldline Storage US Multi-region,2024-06-01,2024-06-28,2294.09,gibibyte month,16.06,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Class A Operations,2024-06-01,2024-06-28,14.28,10 thousand operations,0.71,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Network Egress,2024-06-01,2024-06-28,104.29,gibibyte,12.51,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Run,CPU Allocation Time,2024-06-01,2024-06-28,5863398.76,vcpu-second,140.72,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Run,Memory Allocation Time,2024-06-01,2024-06-28,5693995.91,gibibyte-second,14.23,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,CPU Time,2024-06-01,2024-06-28,676809.04,GHz-second,6.77,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,Memory Time,2024-06-01,2024-06-28,193902.04,gibibyte-second,0.48,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,Invocations,2024-06-01,2024-06-28,2604815.36,invocation,1.04,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Pub/Sub,Message Delivery Basic,2024-06-01,2024-06-28,0.41,tebibyte,16.29,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,BigQuery,Analysis Bytes Processed,2024-06-01,2024-06-28,1.67,tebibyte,8.36,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,BigQuery,Active Storage,2024-06-01,2024-06-28,173.74,gibibyte month,3.47,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud DNS,Managed Zone,2024-06-01,2024-06-28,0.96,managed zone month,0.19,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud DNS,Queries,2024-06-01,2024-06-28,5.13,million queries,2.05,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,N1 Standard 4 Instance Core running,2024-07-01,2024-07-28,1478.28,hour,280.87,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,N1 Highmem 4 Instance Core running,2024-07-01,2024-07-28,693.24,hour,173.87,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,SSD backed PD Capacity,2024-07-01,2024-07-28,399.01,gibibyte month,67.83,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,Network Egress via Carrier Peering,2024-07-01,2024-07-28,251.25,gibibyte,21.36,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: N1 Standard 4,2024-07-01,2024-07-28,703.08,hour,269.7,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: N1 Standard 2,2024-07-01,2024-07-28,746.82,hour,143.24,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: SSD Storage,2024-07-01,2024-07-28,198.46,gibibyte month,33.74,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: HA,2024-07-01,2024-07-28,699.25,hour,268.23,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Memorystore for Redis,Redis Capacity Standard M4,2024-07-01,2024-07-28,2931.47,gibibyte hour,143.64,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Standard Storage US Multi-region,2024-07-01,2024-07-28,605.26,gibibyte month,15.74,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Coldline Storage US Multi-region,2024-07-01,2024-07-28,2345.28,gibibyte month,16.42,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Class A Operations,2024-07-01,2024-07-28,14.72,10 thousand operations,0.74,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Network Egress,2024-07-01,2024-07-28,104.95,gibibyte,12.59,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Run,CPU Allocation Time,2024-07-01,2024-07-28,5039561.01,vcpu-second,120.95,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Run,Memory Allocation Time,2024-07-01,2024-07-28,4277160.3,gibibyte-second,10.69,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,CPU Time,2024-07-01,2024-07-28,811248.54,GHz-second,8.11,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,Memory Time,2024-07-01,2024-07-28,209041.01,gibibyte-second,0.52,0.0,USD
